"t","u","f"
2.99,0.07375429983959075,-0.251162078117255
3.,0.05589041806014083,-2.9391523179536475e-15
3.0100000000000002,0.03815983991373655,0.2511620781172633
3.02,0.020625314238302602,0.5013329342572113
3.0300000000000002,0.0033486119411881635,0.7495252583429054
3.04,-0.013609709880594423,0.9947595486594107
3.0500000000000003,-0.030190538199332678,1.2360679774997936
3.06,-0.046336429970318865,1.4724982107387143
3.0700000000000003,-0.061991830856516314,1.7031171662602917
3.08,-0.07710328516720893,1.9270146964068608
3.09,-0.0916196395011581,2.1433071799159853
3.1,-0.10549223669167071,2.35114100916989
3.11,-0.11867509804793083,2.5496959589947554
3.12,-0.1311250974685085,2.7381884237147505
3.13,-0.14280212387163807,2.915874509685641
3.14,-0.15366922937112804,3.0820529711031606
3.15,-0.16369276732872906,3.2360679774997836
3.16,-0.17284251882242865,3.3773117020080616
3.17,-0.18109180106502784,3.505226720175455
3.18,-0.18841756319777053,3.619308209864078
3.19,-0.19480047189136568,3.719105943553005
3.2,-0.20022497998038793,3.8042260651806132
3.21,-0.20467937561649946,3.8743326445145234
3.22,-0.20815582141086153,3.929149002914756
3.23,-0.2106503795154671,3.9684588052579106
3.24,-0.212163018816729,3.9921069137130867
3.25,-0.21269760288712217,4.
3.2600000000000002,-0.21226186959041005,3.9921069137130862
3.27,-0.21086739421269673,3.968458805257911
3.2800000000000002,-0.2085295342142469,3.929149002914755
3.29,-0.20526735820032574,3.8743326445145247
3.3000000000000003,-0.2011035661321103,3.8042260651806155
3.31,-0.19606439325413857,3.719105943553007
3.3200000000000003,-0.1901794958784851,3.6193082098640748
3.33,-0.1834818266799981,3.505226720175458
3.34,-0.17600749975922123,3.377311702008065
3.35,-0.16779564132470093,3.2360679774997876
3.36,-0.15888822486699297,3.0820529711031646
3.37,-0.14932989985409686,2.9158745096856453
3.38,-0.1391678101793387,2.738188423714755
3.39,-0.12845140092951857,2.5496959589947603
3.4,-0.11723221442621665,2.351141009169895
3.41,-0.10556368196476934,2.1433071799159906
3.42,-0.09350090748643658,1.9270146964068666
3.43,-0.08110044294230914,1.7031171662602846
3.44,-0.0684200581593502,1.4724982107387203
3.45,-0.055518508022192874,1.2360679774997863
3.46,-0.0424552952639506,0.994759548659417
3.47,-0.029290429366571263,0.7495252583428976
3.48,-0.016084184026460488,0.5013329342572176
3.49,-0.0028968543838123577,0.2511620781172555
3.5,0.010211485760194462,3.429011037612589e-15
3.5100000000000002,0.023181225891141945,-0.2511620781172628
3.52,0.03595345948973856,-0.5013329342572107
3.5300000000000002,0.048470221106638595,-0.7495252583429048
3.54,0.0606747188115886,-0.9947595486594103
3.5500000000000003,0.07251156222462102,-1.2360679774997931
3.56,0.08392698644680852,-1.472498210738714
3.5700000000000003,0.09486906836186124,-1.7031171662602913
3.58,0.10528793332982136,-1.9270146964068604
3.59,0.1151359561596615,-2.143307179915985
3.6,0.12436795382373152,-2.35114100916989
3.61,0.13294136690909172,-2.549695958994755
3.62,0.14081642768283434,-2.73818842371475
3.63,0.14795632188246816,-2.915874509685641
3.64,0.15432733786301048,-3.08205297110316
3.65,0.15989900094811088,-3.2360679774997836
